time_s,elapsed_s,gt_sync_span_s,gt_x_m,gt_y_m,gt_yaw_deg,estimate_x_m,estimate_y_m,estimate_yaw_deg,aligned_x_m,aligned_y_m,aligned_yaw_deg,position_error_m,yaw_error_signed_deg,yaw_error_deg,composite_pose_error,joint_accuracy_satisfied,filter_segment_id,original_row_index
130.240000,128.910000,0.040000,-1.324004,1.769503,57.230,-1.199438,1.964221,54.875,-1.184896,1.967328,55.550,0.241838,-1.679,1.679,0.416394,1,0,662
130.440000,129.110000,0.040000,-1.289386,1.821804,52.329,-1.161178,2.013841,49.754,-1.147224,2.017395,50.429,0.241798,-1.900,1.900,0.434891,1,0,663
130.640000,129.310000,0.040000,-1.248574,1.872605,46.700,-1.115788,2.062226,44.257,-1.102408,2.066313,44.933,0.242667,-1.767,1.767,0.424545,1,0,664
130.830000,129.500000,0.030000,-1.199327,1.922924,42.100,-1.065459,2.107525,40.099,-1.052617,2.112202,40.775,0.239479,-1.325,1.325,0.387076,1,0,665
131.030000,129.700000,0.030000,-1.143577,1.971823,38.690,-1.006847,2.153819,36.828,-0.994555,2.159184,37.504,0.239399,-1.186,1.186,0.377811,1,0,666
131.230000,129.900000,0.030000,-1.083892,2.018502,36.090,-0.944863,2.197909,34.319,-0.933095,2.204001,34.994,0.239060,-1.096,1.096,0.371907,1,0,667
131.430000,130.100000,0.030000,-1.021623,2.062997,33.999,-0.880688,2.239833,32.268,-0.869419,2.246680,32.943,0.238549,-1.056,1.056,0.368935,1,0,668
131.630000,130.300000,0.030000,-0.958345,2.104895,32.075,-0.816188,2.278855,30.224,-0.805383,2.286459,30.900,0.237409,-1.175,1.175,0.374622,1,0,669
131.820000,130.490000,0.020000,-0.898107,2.141842,29.262,-0.757599,2.311021,27.503,-0.747178,2.319314,28.179,0.232972,-1.083,1.083,0.363358,1,0,670
132.020000,130.690000,0.020000,-0.837508,2.174968,26.357,-0.695484,2.341217,24.596,-0.685423,2.350240,25.272,0.232056,-1.085,1.085,0.362271,1,0,671
132.220000,130.890000,0.020000,-0.776445,2.204452,23.413,-0.633050,2.367720,21.644,-0.623306,2.377478,22.320,0.231062,-1.093,1.093,0.361505,1,0,672
132.410000,131.080000,0.010000,-0.712668,2.231238,20.832,-0.643511,2.295368,21.161,-0.632913,2.305007,21.837,0.108640,1.004,1.004,0.209210,1,0,673
132.610000,131.280000,0.010000,-0.640135,2.258381,20.043,-0.570441,2.322783,20.431,-0.560171,2.333282,21.107,0.109564,1.064,1.064,0.215983,1,0,674
132.810000,131.480000,0.010000,-0.569163,2.284453,20.491,-0.499863,2.349343,20.876,-0.489911,2.360672,21.552,0.109956,1.060,1.060,0.216040,1,0,675
133.000000,131.670000,0.000000,-0.503427,2.308935,19.688,-0.437450,2.372652,20.080,-0.427777,2.384716,20.756,0.107077,1.067,1.067,0.213815,1,0,676
133.200000,131.870000,0.100000,-0.439453,2.331401,17.714,-0.373236,2.394839,18.109,-0.363830,2.407658,18.785,0.107396,1.071,1.071,0.214487,1,0,677
133.400000,132.070000,0.000000,-0.375211,2.351320,15.095,-0.308689,2.414249,15.487,-0.299516,2.427829,16.163,0.107626,1.067,1.067,0.214343,1,0,678
133.590000,132.260000,0.100000,-0.311692,2.367764,12.117,-0.246517,2.429681,12.584,-0.237531,2.443993,13.259,0.106351,1.142,1.142,0.220704,1,0,679
133.790000,132.460000,0.100000,-0.244575,2.381399,8.985,-0.179146,2.442690,9.452,-0.170318,2.457795,10.128,0.106538,1.143,1.143,0.220980,1,0,680
133.990000,132.660000,0.090000,-0.190974,2.389564,6.629,-0.109497,2.452226,6.440,-0.100786,2.468152,7.115,0.119624,0.486,0.486,0.182597,1,0,681
134.190000,132.860000,0.090000,-0.120140,2.396977,3.833,-0.038043,2.458354,3.697,-0.029409,2.475122,4.373,0.119744,0.540,0.540,0.185776,1,0,682
134.390000,133.060000,0.090000,-0.051095,2.400992,0.445,0.070779,2.534460,-1.298,0.078508,2.552505,-0.623,0.199382,-1.068,1.068,0.319870,1,0,683
134.580000,133.250000,0.080000,0.017477,2.400312,-4.444,0.137117,2.530000,-5.967,0.144894,2.548828,-5.291,0.195683,-0.847,0.847,0.301549,1,0,684
134.780000,133.450000,0.080000,0.091168,2.393238,-8.507,0.211235,2.519353,-9.832,0.219132,2.539056,-9.156,0.194004,-0.649,0.649,0.289302,1,0,685
134.980000,133.650000,0.080000,0.168207,2.380707,-11.062,0.288147,2.504066,-12.220,0.296219,2.524677,-11.544,0.192651,-0.483,0.483,0.280877,1,0,686
135.180000,133.850000,0.080000,0.245558,2.364847,-12.877,0.365298,2.485851,-13.903,0.373580,2.507372,-13.227,0.191581,-0.350,0.350,0.275429,1,0,687
135.380000,134.050000,0.080000,0.321023,2.347110,-14.806,0.439576,2.465941,-16.023,0.448087,2.488340,-15.347,0.189976,-0.541,0.541,0.279351,1,0,688
135.580000,134.250000,0.080000,0.391262,2.327749,-17.605,0.508854,2.443987,-18.828,0.517619,2.467205,-18.153,0.188186,-0.548,0.548,0.277182,1,0,689
135.770000,134.440000,0.070000,0.459749,2.305282,-20.100,0.573051,2.420443,-21.176,0.582089,2.444419,-20.500,0.185274,-0.400,0.400,0.268060,1,0,690
135.970000,134.640000,0.070000,0.525211,2.280638,-22.476,0.637641,2.393663,-23.542,0.646991,2.418402,-22.866,0.183873,-0.390,0.390,0.265829,1,0,691
136.170000,134.840000,0.070000,0.588028,2.254018,-24.833,0.699559,2.364966,-25.888,0.709243,2.390438,-25.212,0.182493,-0.379,0.379,0.263594,1,0,692
136.360000,135.030000,0.060000,0.648687,2.225344,-27.331,0.756317,2.335792,-28.274,0.766341,2.361935,-27.598,0.180276,-0.267,0.267,0.257725,1,0,693
136.560000,135.230000,0.060000,0.707709,2.194117,-30.210,0.814372,2.302463,-31.160,0.824785,2.329293,-30.484,0.178828,-0.274,0.274,0.255857,1,0,694
136.750000,135.420000,0.050000,0.766026,2.159280,-33.262,0.868788,2.267412,-34.050,0.879611,2.294886,-33.374,0.176891,-0.112,0.112,0.250663,1,0,695
136.950000,135.620000,0.050000,0.824235,2.120145,-36.076,0.856635,2.201444,-36.985,0.868236,2.228780,-36.309,0.117208,-0.233,0.233,0.168997,1,0,696
137.140000,135.810000,0.040000,0.883918,2.075797,-37.595,0.912399,2.157779,-38.451,0.924511,2.185775,-37.775,0.117231,-0.180,0.180,0.167740,1,0,697
137.340000,136.010000,0.040000,0.943253,2.029968,-37.227,0.971033,2.110876,-38.163,0.983695,2.139567,-37.487,0.116823,-0.260,0.260,0.169259,1,0,698
137.540000,136.210000,0.040000,1.004047,1.984426,-35.351,1.031362,2.064610,-36.304,1.044565,2.094016,-35.628,0.116840,-0.278,0.278,0.169845,1,0,699
137.740000,136.410000,0.040000,1.051315,1.951163,-34.064,1.094155,2.019633,-34.631,1.107884,2.049782,-33.955,0.113691,0.108,0.108,0.161510,1,0,700
137.940000,136.610000,0.040000,1.115697,1.908204,-32.698,1.158374,1.976098,-33.313,1.172611,2.007007,-32.637,0.114023,0.061,0.061,0.161483,1,0,701
138.130000,136.800000,0.030000,1.181140,1.866665,-31.505,1.220316,1.935983,-32.184,1.235023,1.967625,-31.508,0.114440,-0.003,0.003,0.161843,1,0,702
138.330000,137.000000,0.030000,1.247431,1.826489,-30.325,1.286357,1.895080,-31.012,1.301541,1.927504,-30.336,0.114595,-0.011,0.011,0.162070,1,0,703
138.520000,137.190000,0.020000,1.314757,1.787489,-29.470,1.350001,1.857159,-30.203,1.365628,1.890337,-29.527,0.114741,-0.057,0.057,0.162470,1,0,704
138.720000,137.390000,0.020000,1.383382,1.748903,-29.190,1.418219,1.817321,-29.985,1.434310,1.851305,-29.309,0.114367,-0.120,0.120,0.162621,1,0,705
138.920000,137.590000,0.020000,1.450822,1.711119,-29.133,1.539046,1.729704,-28.905,1.556162,1.765119,-28.230,0.118375,0.903,0.903,0.210569,1,0,706
139.110000,137.780000,0.010000,1.518745,1.673667,-28.022,1.604086,1.694273,-27.837,1.621616,1.730458,-27.161,0.117505,0.861,0.861,0.206003,1,0,707
139.310000,137.980000,0.010000,1.586107,1.638394,-26.299,1.671753,1.659541,-26.074,1.689687,1.696526,-25.399,0.118778,0.900,0.900,0.210779,1,0,708
139.510000,138.180000,0.010000,1.654118,1.605371,-24.460,1.740153,1.627079,-24.221,1.758466,1.664872,-23.546,0.120121,0.914,0.914,0.213503,1,0,709
139.710000,138.380000,0.010000,1.722364,1.574999,-22.583,1.808801,1.597291,-22.354,1.827460,1.635896,-21.678,0.121464,0.905,0.905,0.214183,1,0,710
139.910000,138.580000,0.010000,1.792140,1.546407,-21.452,1.878896,1.568989,-21.257,1.897884,1.608423,-20.581,0.122588,0.871,0.871,0.212658,1,0,711
140.100000,138.770000,0.100000,1.862201,1.519144,-20.387,1.945679,1.543339,-20.155,1.964965,1.583562,-19.479,0.121285,0.908,0.908,0.214302,1,0,712
140.290000,138.960000,0.100000,1.929218,1.494744,-18.559,2.011287,1.520018,-18.368,2.030843,1.561017,-17.692,0.121325,0.867,0.867,0.210866,1,0,713
140.490000,139.160000,0.100000,1.997891,1.472335,-16.426,2.080302,1.498156,-16.236,2.100111,1.539970,-15.560,0.122571,0.866,0.866,0.212245,1,0,714
140.690000,139.360000,0.090000,2.052215,1.456591,-14.851,2.151192,1.478538,-14.268,2.171228,1.521189,-13.593,0.135414,1.259,1.259,0.261440,1,0,715
140.890000,139.560000,0.090000,2.126787,1.437323,-14.077,2.226232,1.459509,-13.809,2.246487,1.503046,-13.133,0.136556,0.943,0.943,0.234721,1,0,716
141.080000,139.750000,0.080000,2.199249,1.419042,-15.195,2.294258,1.441605,-15.139,2.314719,1.485946,-14.463,0.133452,0.732,0.732,0.215258,1,0,717
141.280000,139.950000,0.080000,2.266221,1.400276,-17.917,2.360513,1.421435,-17.975,2.381207,1.466559,-17.299,0.132722,0.618,0.618,0.207074,1,0,718
141.470000,140.140000,0.070000,2.330840,1.378586,-20.811,2.421475,1.399447,-20.669,2.442424,1.445290,-19.993,0.130002,0.817,0.817,0.217160,1,0,719
141.670000,140.340000,0.070000,2.394404,1.353734,-23.196,2.484772,1.373416,-23.005,2.506024,1.420007,-22.329,0.129812,0.867,0.867,0.220757,1,0,720
141.870000,140.540000,0.070000,2.458216,1.325716,-25.205,2.548620,1.344263,-24.943,2.570212,1.391610,-24.267,0.129943,0.938,0.938,0.226624,1,0,721
142.060000,140.730000,0.060000,2.522385,1.294998,-27.059,2.609345,1.314246,-26.725,2.631286,1.362311,-26.049,0.128025,1.009,1.009,0.230562,1,0,722
142.260000,140.930000,0.060000,2.585268,1.262335,-29.358,2.686294,1.273659,-30.232,2.708708,1.322634,-29.556,0.137381,-0.198,0.198,0.196294,1,0,723
142.450000,141.120000,0.050000,2.646734,1.226788,-32.011,2.743836,1.237656,-32.727,2.766671,1.287312,-32.051,0.134343,-0.040,0.040,0.190072,1,0,724
142.650000,141.320000,0.050000,2.710005,1.186380,-34.145,2.805985,1.195256,-34.854,2.829316,1.245648,-34.178,0.133220,-0.033,0.033,0.188462,1,0,725
142.850000,141.520000,0.050000,2.774122,1.142151,-35.311,2.869088,1.149303,-36.009,2.892956,1.200442,-35.333,0.132361,-0.022,0.022,0.187212,1,0,726
143.050000,141.720000,0.050000,2.838157,1.096749,-35.175,2.932333,1.102562,-35.868,2.956747,1.154451,-35.192,0.131883,-0.017,0.017,0.186526,1,0,727
143.240000,141.910000,0.040000,2.902565,1.051490,-34.947,2.992786,1.058312,-35.645,3.017719,1.110916,-34.970,0.129583,-0.022,0.022,0.183285,1,0,728
143.440000,142.110000,0.040000,2.967671,1.006000,-35.067,3.057042,1.011412,-35.745,3.082523,1.064778,-35.070,0.129018,-0.003,0.003,0.182459,1,0,729
143.640000,142.310000,0.040000,3.032253,0.960570,-35.101,3.120864,0.964552,-35.806,3.146893,1.018673,-35.131,0.128524,-0.030,0.030,0.181810,1,0,730
143.840000,142.510000,0.040000,3.095500,0.916315,-34.326,3.183494,0.919095,-35.061,3.210055,0.973958,-34.385,0.128240,-0.059,0.059,0.181549,1,0,731
144.040000,142.710000,0.040000,3.143250,0.883859,-33.508,3.246902,0.874699,-34.074,3.273982,0.930313,-33.399,0.138740,0.109,0.109,0.196812,1,0,732
144.240000,142.910000,0.040000,3.208939,0.840616,-32.907,3.312179,0.830264,-33.566,3.339779,0.886651,-32.890,0.138702,0.016,0.016,0.196168,1,0,733
144.430000,143.100000,0.030000,3.275478,0.797576,-33.021,3.374656,0.787959,-33.734,3.402750,0.845085,-33.058,0.135850,-0.037,0.037,0.192192,1,0,734
144.630000,143.300000,0.030000,3.342065,0.754200,-33.195,3.440418,0.743099,-33.898,3.469037,0.801004,-33.222,0.135324,-0.027,0.027,0.191415,1,0,735
144.820000,143.490000,0.020000,3.408120,0.710888,-33.363,3.502310,0.700621,-34.024,3.531425,0.759258,-33.348,0.132453,0.015,0.015,0.187329,1,0,736
145.020000,143.690000,0.020000,3.472462,0.668408,-33.896,3.565609,0.656668,-34.638,3.595238,0.716055,-33.962,0.131697,-0.066,0.066,0.186483,1,0,737
145.210000,143.880000,0.010000,3.535767,0.625562,-34.709,3.624844,0.614404,-35.417,3.654967,0.674492,-34.741,0.128852,-0.032,0.032,0.182282,1,0,738
145.410000,144.080000,0.010000,3.600466,0.580636,-34.892,3.688861,0.567970,-35.593,3.719527,0.628816,-34.918,0.128440,-0.026,0.026,0.181679,1,0,739
145.610000,144.280000,0.010000,3.662840,0.537339,-33.824,3.750591,0.523859,-34.467,3.781773,0.585437,-33.792,0.128290,0.032,0.032,0.181486,1,0,740
145.810000,144.480000,0.010000,3.720109,0.499595,-30.928,3.807406,0.486254,-31.531,3.839027,0.548504,-30.855,0.128583,0.073,0.073,0.182135,1,0,741
146.000000,144.670000,0.000000,3.770676,0.469958,-26.199,3.855480,0.458807,-27.023,3.887422,0.521625,-26.348,0.127667,-0.149,0.149,0.181779,1,0,742
146.200000,144.870000,0.100000,3.816116,0.448175,-20.361,3.901429,0.437997,-21.203,3.933613,0.501359,-20.528,0.128973,-0.167,0.167,0.183922,1,0,743
146.390000,145.060000,0.100000,3.856572,0.433321,-14.750,3.941282,0.424505,-15.734,3.973622,0.488338,-15.058,0.129335,-0.308,0.308,0.188022,1,0,744
146.590000,145.260000,0.090000,3.887522,0.424865,-10.659,3.981386,0.415009,-10.463,4.013835,0.479315,-9.788,0.137550,0.871,0.871,0.230281,1,0,745
146.780000,145.450000,0.080000,3.926483,0.417506,-5.588,4.018988,0.409569,-5.645,4.051499,0.474320,-4.969,0.137320,0.619,0.619,0.213027,1,0,746
146.970000,145.640000,0.070000,3.968581,0.413498,-0.287,4.059524,0.407261,-0.556,4.092060,0.472489,0.119,0.136847,0.406,0.406,0.201867,1,0,747
147.170000,145.840000,0.070000,4.010716,0.413362,5.280,4.101576,0.408767,5.051,4.134091,0.474491,5.727,0.137689,0.447,0.447,0.204736,1,0,748
147.370000,146.040000,0.070000,4.054748,0.417697,11.138,4.146080,0.414907,10.954,4.178520,0.481155,11.630,0.139091,0.492,0.492,0.208637,1,0,749
147.570000,146.240000,0.070000,4.100064,0.427014,17.411,4.191626,0.426263,17.239,4.223928,0.493048,17.914,0.140366,0.503,0.503,0.210878,1,0,750
147.770000,146.440000,0.070000,4.147913,0.442591,23.912,4.238917,0.443758,23.790,4.271010,0.511100,24.465,0.140876,0.553,0.553,0.214045,1,0,751
147.970000,146.640000,0.070000,4.196883,0.465285,30.419,4.287772,0.468539,30.248,4.319569,0.536455,30.924,0.141834,0.505,0.505,0.212904,1,0,752
148.170000,146.840000,0.070000,4.245774,0.495246,36.927,4.336234,0.500509,36.668,4.367651,0.568994,37.344,0.142453,0.417,0.417,0.209907,1,0,753
148.360000,147.030000,0.060000,4.295588,0.534296,42.658,4.309724,0.604858,42.751,4.339912,0.673023,43.427,0.145636,0.769,0.769,0.232884,1,0,754
148.560000,147.230000,0.060000,4.347112,0.583695,46.894,4.360693,0.655527,46.874,4.390280,0.724290,47.550,0.147073,0.656,0.656,0.227730,1,0,755
148.760000,147.430000,0.060000,4.395188,0.636298,49.278,4.408359,0.708461,49.161,4.437319,0.777782,49.836,0.147624,0.558,0.558,0.223191,1,0,756
148.960000,147.630000,0.060000,4.439894,0.688788,49.875,4.453285,0.760904,49.661,4.481623,0.830751,50.336,0.147970,0.461,0.461,0.219183,1,0,757
149.160000,147.830000,0.060000,4.484739,0.741786,48.608,4.499108,0.813546,48.285,4.526822,0.883930,48.960,0.148242,0.352,0.352,0.215484,1,0,758
149.360000,148.030000,0.060000,4.534298,0.796821,45.812,4.550116,0.867697,45.482,4.577187,0.938679,46.158,0.148200,0.346,0.346,0.215228,1,0,759
149.550000,148.220000,0.050000,4.588809,0.851678,43.576,4.602972,0.919027,43.378,4.629435,0.990628,44.054,0.144768,0.478,0.478,0.215583,1,0,760
149.750000,148.420000,0.050000,4.646070,0.905484,42.496,4.660939,0.972261,42.303,4.686770,1.044542,42.978,0.144892,0.482,0.482,0.215950,1,0,761
149.950000,148.620000,0.050000,4.701528,0.956216,42.662,4.716794,1.022759,42.471,4.742025,1.095695,43.146,0.145240,0.485,0.485,0.216530,1,0,762
150.140000,148.810000,0.040000,4.742348,0.993909,43.237,4.768604,1.070460,43.273,4.793269,1.144003,43.949,0.158496,0.712,0.712,0.245704,1,0,763
150.340000,149.010000,0.040000,4.795566,1.044398,44.602,4.821565,1.121187,44.726,4.845629,1.195352,45.401,0.159039,0.799,0.799,0.251703,1,0,764
150.540000,149.210000,0.040000,4.846439,1.095254,46.670,4.871570,1.172300,47.021,4.895027,1.247050,47.696,0.159383,1.027,1.027,0.268109,1,0,765
150.730000,149.400000,0.030000,4.893579,1.146231,49.551,4.915444,1.221392,49.836,4.938319,1.296656,50.511,0.156938,0.961,0.961,0.260233,1,0,766
150.930000,149.600000,0.030000,4.935310,1.196175,53.482,4.955133,1.177450,52.844,4.978525,1.253186,53.520,0.071539,0.038,0.038,0.101317,1,0,767
151.130000,149.800000,0.030000,4.971802,1.247150,59.152,4.990979,1.229656,58.550,5.013752,1.305811,59.226,0.072117,0.073,0.073,0.102513,1,0,768
151.330000,150.000000,0.030000,5.005268,1.305697,64.164,5.024194,1.289295,63.396,5.046262,1.365837,64.071,0.072783,-0.093,0.093,0.103761,1,0,769
151.520000,150.190000,0.020000,5.035358,1.370440,67.921,5.053075,1.351218,66.850,5.074411,1.428097,67.525,0.069638,-0.396,0.396,0.113304,1,0,770
151.720000,150.390000,0.020000,5.062680,1.440119,70.324,5.081461,1.421028,69.094,5.101971,1.498237,69.770,0.070153,-0.554,0.554,0.126381,1,0,771
151.920000,150.590000,0.020000,5.088461,1.513575,71.289,5.108986,1.494303,69.938,5.128630,1.571832,70.614,0.070763,-0.675,0.675,0.138296,1,0,772
152.120000,150.790000,0.020000,5.113464,1.588054,72.080,5.135684,1.568233,70.813,5.154454,1.646071,71.489,0.071036,-0.591,0.591,0.130646,1,0,773
152.310000,150.980000,0.010000,5.136496,1.660831,73.943,5.158689,1.636962,72.654,5.176648,1.715066,73.330,0.067481,-0.613,0.613,0.128900,1,0,774
152.510000,151.180000,0.010000,5.156535,1.733017,76.174,5.179848,1.708963,74.887,5.196956,1.787311,75.563,0.067688,-0.611,0.611,0.128950,1,0,775
152.700000,151.370000,0.100000,5.173775,1.805768,78.100,5.197458,1.777904,76.713,5.213752,1.856455,77.388,0.064555,-0.712,0.712,0.135930,1,0,776
152.890000,151.560000,0.100000,5.188686,1.878875,79.204,5.213597,1.848936,77.804,5.229052,1.927673,78.480,0.063330,-0.724,0.724,0.136060,1,0,777
153.090000,151.760000,0.100000,5.202928,1.953626,78.572,5.230099,1.923434,77.216,5.244675,2.002360,77.892,0.064170,-0.680,0.680,0.132211,1,0,778
153.290000,151.960000,0.090000,5.213909,2.007498,76.819,5.247112,1.991822,74.840,5.260880,2.070945,75.516,0.078942,-1.303,1.303,0.215467,1,0,779
153.480000,152.150000,0.080000,5.230074,2.073058,73.292,5.265983,2.053219,71.435,5.279026,2.132559,72.111,0.077050,-1.181,1.181,0.199446,1,0,780
153.680000,152.350000,0.080000,5.249705,2.135740,69.666,5.288990,2.114410,67.816,5.301309,2.194017,68.492,0.077842,-1.174,1.174,0.199263,1,0,781
153.880000,152.550000,0.080000,5.271285,2.192443,65.369,5.245132,2.154164,64.320,5.256986,2.233251,64.995,0.043241,-0.374,0.374,0.080837,1,0,782
154.070000,152.740000,0.070000,5.295663,2.243729,59.676,5.271082,2.201660,58.848,5.282374,2.281051,59.524,0.039617,-0.153,0.153,0.060046,1,0,783
154.270000,152.940000,0.070000,5.325605,2.293113,54.028,5.303713,2.249579,53.224,5.314438,2.329350,53.900,0.037919,-0.128,0.128,0.056596,1,0,784
154.470000,153.140000,0.070000,5.360600,2.339795,48.405,5.341196,2.294474,47.602,5.351388,2.374685,48.277,0.036085,-0.127,0.127,0.054121,1,0,785
154.660000,153.330000,0.060000,5.399749,2.382580,42.671,5.380431,2.333189,42.152,5.390165,2.413860,42.828,0.032716,0.157,0.157,0.051338,1,0,786
154.860000,153.530000,0.060000,5.442969,2.421177,36.923,5.425577,2.369720,36.414,5.434877,2.450921,37.090,0.030825,0.167,0.167,0.049563,1,0,787
155.060000,153.730000,0.060000,5.490274,2.455568,31.354,5.474584,2.401929,30.859,5.483500,2.483705,31.535,0.028941,0.181,0.181,0.048292,1,0,788
155.250000,153.920000,0.050000,5.541525,2.485705,26.028,5.524567,2.428514,25.803,5.533166,2.510878,26.478,0.026525,0.451,0.451,0.073955,1,0,789
155.440000,154.110000,0.040000,5.596388,2.511450,20.985,5.577591,2.451103,20.981,5.585920,2.534090,21.657,0.024943,0.672,0.672,0.101311,1,0,790
155.640000,154.310000,0.040000,5.639906,2.527921,17.445,5.636889,2.470738,16.310,5.644983,2.554423,16.985,0.026984,-0.459,0.459,0.075326,1,0,791
155.840000,154.510000,0.040000,5.702165,2.546501,13.444,5.753541,2.498131,12.312,5.761303,2.583190,12.988,0.069595,-0.456,0.456,0.117652,1,0,792
156.040000,154.710000,0.040000,5.766400,2.560876,9.341,5.819105,2.509631,8.273,5.826727,2.595462,8.949,0.069539,-0.392,0.392,0.112876,1,0,793
156.230000,154.900000,0.030000,5.834352,2.571110,5.612,5.884465,2.516771,4.776,5.891998,2.603372,5.451,0.066060,-0.160,0.160,0.096132,1,0,794
156.430000,155.100000,0.030000,5.905550,2.577146,2.454,5.956414,2.520416,1.694,5.963900,2.607866,2.370,0.065942,-0.084,0.084,0.094007,1,0,795
156.620000,155.290000,0.020000,5.979313,2.579438,-0.169,6.026977,2.520591,-0.705,6.034455,2.608872,-0.030,0.062506,0.139,0.139,0.090557,1,0,796
156.820000,155.490000,0.020000,6.056044,2.578584,-1.848,6.104061,2.518104,-2.327,6.111564,2.607295,-1.651,0.062504,0.196,0.196,0.092653,1,0,797
157.010000,155.680000,0.010000,6.134338,2.575586,-3.030,6.178657,2.513933,-3.401,6.186203,2.604004,-2.725,0.059140,0.305,0.305,0.094105,1,0,798
157.140000,155.810000,0.040000,6.193756,2.572338,-3.423,6.230247,2.510438,-3.755,6.237831,2.601117,-3.079,0.052638,0.344,0.344,0.088899,1,0,799
157.340000,156.010000,0.040000,6.272068,2.567586,-3.457,6.308703,2.504835,-3.803,6.316347,2.596440,-3.128,0.052850,0.330,0.330,0.088108,1,0,800
157.540000,156.210000,0.040000,6.330302,2.564086,-3.244,6.386421,2.499482,-3.487,6.394123,2.592004,-2.811,0.069660,0.433,0.433,0.116009,1,0,801
157.740000,156.410000,0.040000,6.407638,2.559852,-2.717,6.463855,2.494769,-2.924,6.471608,2.588204,-2.248,0.069971,0.469,0.469,0.119157,1,0,802
157.930000,156.600000,0.030000,6.484942,2.556386,-2.048,6.537417,2.491087,-2.266,6.545207,2.585390,-1.591,0.066881,0.457,0.457,0.114582,1,0,803
158.130000,156.800000,0.030000,6.562447,2.553848,-1.344,6.615122,2.488139,-1.559,6.622942,2.583358,-0.884,0.067309,0.460,0.460,0.115323,1,0,804
158.330000,157.000000,0.030000,6.640313,2.552243,-0.666,6.693188,2.486114,-0.882,6.701026,2.582254,-0.206,0.067726,0.460,0.460,0.115763,1,0,805
158.520000,157.190000,0.020000,6.718598,2.551538,-0.097,6.767765,2.484984,-0.338,6.775612,2.582003,0.337,0.064643,0.435,0.435,0.110161,1,0,806
158.720000,157.390000,0.020000,6.797417,2.551560,0.317,6.846781,2.484443,0.088,6.854628,2.582394,0.764,0.064992,0.447,0.447,0.111537,1,0,807
158.920000,157.590000,0.020000,6.876520,2.552124,0.673,6.926081,2.484437,0.455,6.933923,2.583323,1.131,0.065334,0.457,0.457,0.112794,1,0,808
159.120000,157.790000,0.020000,6.956038,2.553157,0.919,7.005795,2.484837,0.683,7.013627,2.584663,1.359,0.065644,0.440,0.440,0.111731,1,0,809
159.320000,157.990000,0.020000,7.035773,2.554491,1.060,7.085700,2.485476,0.812,7.093519,2.586245,1.488,0.065900,0.428,0.428,0.111145,1,0,810
159.520000,158.190000,0.020000,7.115327,2.555990,1.112,7.165400,2.486231,0.852,7.173205,2.587939,1.527,0.066110,0.415,0.415,0.110422,1,0,811
159.720000,158.390000,0.020000,7.194732,2.557529,1.090,7.244965,2.486983,0.819,7.252755,2.589630,1.495,0.066311,0.405,0.405,0.109888,1,0,812
159.910000,158.580000,0.010000,7.274075,2.559022,1.033,7.320498,2.487635,0.760,7.328275,2.591172,1.436,0.063018,0.402,0.402,0.105732,1,0,813
160.110000,158.780000,0.010000,7.353400,2.560425,0.950,7.399990,2.488215,0.669,7.407755,2.592690,1.345,0.063210,0.395,0.395,0.105423,1,0,814
160.310000,158.980000,0.010000,7.432745,2.561709,0.859,7.479503,2.488666,0.573,7.487257,2.594078,1.248,0.063398,0.389,0.389,0.105215,1,0,815
160.510000,159.180000,0.010000,7.510212,2.562864,0.363,7.535318,2.526473,-0.171,7.542622,2.632541,0.505,0.076846,0.142,0.142,0.110508,1,0,816
160.700000,159.370000,0.100000,7.585424,2.562772,-1.623,7.606898,2.524588,-2.079,7.614220,2.631499,-1.404,0.074516,0.219,0.219,0.109830,1,0,817
160.900000,159.570000,0.000000,7.663141,2.560013,-3.045,7.684710,2.520139,-3.517,7.692079,2.627969,-2.841,0.073860,0.204,0.204,0.108349,1,0,818
161.100000,159.770000,0.100000,7.742223,2.555444,-3.858,7.763853,2.514075,-4.322,7.771287,2.622838,-3.646,0.073395,0.212,0.212,0.108021,1,0,819
161.300000,159.970000,0.000000,7.820334,2.550091,-3.930,7.842021,2.507508,-4.387,7.849528,2.617193,-3.711,0.073177,0.219,0.219,0.108019,1,0,820
161.490000,160.160000,0.100000,7.896041,2.544941,-3.693,7.915861,2.501446,-4.152,7.923434,2.612003,-3.476,0.072441,0.217,0.217,0.106941,1,0,821
161.690000,160.360000,0.100000,7.972848,2.539830,-4.094,7.992808,2.495037,-4.521,8.000451,2.606501,-3.845,0.072159,0.248,0.248,0.107930,1,0,822
161.890000,160.560000,0.100000,8.040269,2.534862,-4.825,8.060418,2.488789,-5.221,8.068130,2.601051,-4.546,0.071813,0.279,0.279,0.108959,1,0,823
162.090000,160.760000,0.090000,8.085540,2.531045,-6.082,8.117963,2.482324,-6.889,8.125747,2.595265,-6.213,0.075768,-0.131,0.131,0.108746,1,0,824
162.290000,160.960000,0.090000,8.135122,2.525626,-8.012,8.165383,2.475426,-8.806,8.173245,2.588927,-8.130,0.073894,-0.118,0.118,0.105830,1,0,825
162.490000,161.160000,0.090000,8.174628,2.520094,-9.874,8.202720,2.468741,-10.638,8.210658,2.582682,-9.962,0.072218,-0.088,0.088,0.102889,1,0,826
