time_s,elapsed_s,gt_sync_span_s,gt_x_m,gt_y_m,gt_yaw_deg,estimate_x_m,estimate_y_m,estimate_yaw_deg,aligned_x_m,aligned_y_m,aligned_yaw_deg,position_error_m,yaw_error_signed_deg,yaw_error_deg,composite_pose_error,joint_accuracy_satisfied,filter_segment_id,original_row_index
69.190000,67.860000,0.090000,-2.604763,-1.441610,-122.040,-2.672664,-1.371200,-121.206,-2.618689,-1.385234,-120.531,0.058071,1.509,1.509,0.228643,1,0,350
69.380000,68.050000,0.080000,-2.644397,-1.507058,-119.152,-2.708403,-1.433599,-118.726,-2.653690,-1.448050,-118.051,0.059735,1.101,1.101,0.177160,1,0,351
69.580000,68.250000,0.080000,-2.678677,-1.569524,-118.094,-2.741795,-1.495965,-117.928,-2.686344,-1.510805,-117.252,0.059217,0.842,0.842,0.145600,1,0,352
69.780000,68.450000,0.080000,-2.710527,-1.629222,-118.868,-2.773769,-1.555372,-118.977,-2.717615,-1.570584,-118.302,0.059064,0.566,0.566,0.115719,1,0,353
69.970000,68.640000,0.070000,-2.742684,-1.686753,-121.473,-2.805171,-1.609392,-121.678,-2.748378,-1.624971,-121.002,0.062044,0.471,0.471,0.110126,1,0,354
70.160000,68.830000,0.060000,-2.777929,-1.742738,-125.145,-2.839945,-1.662098,-125.173,-2.782528,-1.678084,-124.497,0.064818,0.648,0.648,0.129575,1,0,355
70.340000,69.010000,0.040000,-2.817972,-1.797978,-128.714,-2.876854,-1.711391,-128.400,-2.818853,-1.727809,-127.725,0.070174,0.990,0.990,0.171555,1,0,356
70.540000,69.210000,0.040000,-2.851279,-1.839012,-131.121,-2.922400,-1.765606,-131.571,-2.863757,-1.782557,-130.895,0.057817,0.226,0.226,0.087766,1,0,357
70.730000,69.400000,0.030000,-2.899740,-1.893176,-133.868,-2.969771,-1.816628,-134.103,-2.910523,-1.834134,-133.427,0.060018,0.441,0.441,0.105328,1,0,358
70.930000,69.600000,0.030000,-2.952355,-1.946826,-135.972,-3.023405,-1.870019,-136.114,-2.963524,-1.888153,-135.438,0.059726,0.534,0.534,0.113289,1,0,359
71.110000,69.780000,0.010000,-3.008392,-2.000220,-137.372,-3.074328,-1.917996,-137.319,-3.013878,-1.936728,-136.644,0.063729,0.728,0.728,0.136863,1,0,360
71.300000,69.970000,0.100000,-3.067008,-2.053849,-137.996,-3.130156,-1.969095,-137.902,-3.069099,-1.988481,-137.227,0.065401,0.769,0.769,0.142762,1,0,361
71.480000,70.150000,0.080000,-3.111123,-2.093520,-138.154,-3.183065,-2.016873,-138.079,-3.121441,-2.036880,-137.404,0.057573,0.750,0.750,0.133753,1,0,362
71.670000,70.340000,0.070000,-3.169641,-2.145890,-138.098,-3.238514,-2.066858,-137.982,-3.176296,-2.087515,-137.306,0.058753,0.792,0.792,0.139474,1,0,363
71.870000,70.540000,0.070000,-3.227635,-2.198042,-137.758,-3.296308,-2.119392,-137.616,-3.233467,-2.140727,-136.941,0.057610,0.817,0.817,0.141368,1,0,364
72.050000,70.720000,0.050000,-3.285160,-2.250485,-137.273,-3.347904,-2.166984,-137.176,-3.284498,-2.188925,-136.500,0.061564,0.772,0.772,0.139671,1,0,365
72.240000,70.910000,0.040000,-3.342315,-2.303515,-136.738,-3.402025,-2.217746,-136.666,-3.338017,-2.240321,-135.991,0.063340,0.747,0.747,0.138522,1,0,366
72.440000,71.110000,0.040000,-3.384940,-2.343717,-136.334,-3.458651,-2.271840,-136.137,-3.394001,-2.295079,-135.461,0.049475,0.873,0.873,0.141848,1,0,367
72.640000,71.310000,0.040000,-3.441535,-2.397965,-135.844,-3.515009,-2.326639,-135.661,-3.449709,-2.350539,-134.986,0.048126,0.858,0.858,0.139126,1,0,368
72.830000,71.500000,0.030000,-3.497984,-2.452977,-135.469,-3.568464,-2.379368,-135.323,-3.502538,-2.403895,-134.648,0.049293,0.821,0.821,0.135485,1,0,369
73.030000,71.700000,0.030000,-3.554307,-2.508544,-135.180,-3.624625,-2.435368,-135.046,-3.558035,-2.460553,-134.371,0.048136,0.809,0.809,0.133157,1,0,370
73.220000,71.890000,0.020000,-3.610597,-2.564601,-134.996,-3.677991,-2.488996,-134.887,-3.610766,-2.514806,-134.211,0.049795,0.785,0.785,0.131491,1,0,371
73.420000,72.090000,0.020000,-3.666677,-2.620750,-135.042,-3.733953,-2.545364,-134.968,-3.666059,-2.571830,-134.292,0.048924,0.750,0.750,0.126675,1,0,372
73.620000,72.290000,0.020000,-3.722015,-2.675920,-135.557,-3.789156,-2.600406,-135.518,-3.720609,-2.627520,-134.842,0.048421,0.714,0.714,0.122056,1,0,373
73.810000,72.480000,0.010000,-3.775284,-2.727474,-137.328,-3.840084,-2.648962,-137.247,-3.770961,-2.676673,-136.571,0.050985,0.757,0.757,0.129038,1,0,374
74.010000,72.680000,0.010000,-3.830001,-2.777201,-139.084,-3.895236,-2.698425,-139.000,-3.825525,-2.726782,-138.325,0.050617,0.760,0.760,0.129093,1,0,375
74.190000,72.860000,0.100000,-3.885702,-2.824936,-140.328,-3.946934,-2.742468,-140.140,-3.876701,-2.771432,-139.465,0.054256,0.864,0.864,0.144266,1,0,376
74.390000,73.060000,0.090000,-3.931752,-2.862998,-140.776,-4.006462,-2.791653,-140.720,-3.935644,-2.821315,-140.044,0.041864,0.731,0.731,0.119152,1,0,377
74.580000,73.250000,0.080000,-3.992432,-2.912348,-140.970,-4.064397,-2.838956,-140.816,-3.993017,-2.869298,-140.140,0.043054,0.830,0.830,0.132220,1,0,378
74.780000,73.450000,0.080000,-4.053671,-2.961992,-141.213,-4.125587,-2.888707,-141.127,-4.053617,-2.919767,-140.451,0.042225,0.762,0.762,0.123226,1,0,379
74.970000,73.640000,0.070000,-4.114691,-3.010729,-142.080,-4.183762,-2.934930,-141.995,-4.111242,-2.966673,-141.320,0.044190,0.760,0.760,0.124362,1,0,380
75.170000,73.840000,0.070000,-4.177090,-3.058905,-142.818,-4.246409,-2.983176,-142.646,-4.173316,-3.015655,-141.970,0.043414,0.848,0.848,0.134712,1,0,381
75.360000,74.030000,0.060000,-4.239401,-3.106069,-142.758,-4.275541,-3.113885,-143.717,-4.200905,-3.146698,-143.041,0.055970,-0.283,0.283,0.088711,1,0,382
75.560000,74.230000,0.060000,-4.298751,-3.151600,-141.439,-4.356896,-3.057580,-143.073,-4.282919,-3.091356,-142.397,0.062289,-0.958,0.958,0.161649,1,0,383
75.760000,74.430000,0.060000,-4.358539,-3.199882,-140.230,-4.418069,-3.104674,-141.914,-4.343532,-3.139169,-141.239,0.062541,-1.009,1.009,0.167840,1,0,384
75.950000,74.620000,0.050000,-4.417619,-3.249239,-140.475,-4.475599,-3.149780,-142.193,-4.400526,-3.184950,-141.518,0.066523,-1.042,1.042,0.174878,1,0,385
76.140000,74.810000,0.040000,-4.459632,-3.283784,-141.894,-4.530397,-3.191023,-144.144,-4.454834,-3.226836,-143.468,0.057150,-1.574,1.574,0.236750,1,0,386
76.330000,75.000000,0.030000,-4.513672,-3.325427,-144.987,-4.514606,-3.262633,-146.169,-4.438200,-3.298255,-145.494,0.080215,-0.507,0.507,0.134200,1,0,387
76.520000,75.190000,0.020000,-4.562897,-3.359174,-149.775,-4.562184,-3.291885,-150.942,-4.485429,-3.328066,-150.267,0.083481,-0.492,0.492,0.137009,1,0,388
76.720000,75.390000,0.020000,-4.612592,-3.387095,-156.095,-4.613499,-3.316748,-157.317,-4.536447,-3.353532,-156.641,0.083214,-0.546,0.546,0.140737,1,0,389
76.920000,75.590000,0.020000,-4.663780,-3.408809,-162.508,-4.665976,-3.335232,-163.691,-4.588702,-3.372634,-163.015,0.083338,-0.507,0.507,0.137940,1,0,390
77.110000,75.780000,0.010000,-4.715554,-3.424378,-168.532,-4.715848,-3.347124,-169.422,-4.638431,-3.385113,-168.746,0.086543,-0.214,0.214,0.126090,1,0,391
77.310000,75.980000,0.010000,-4.768557,-3.434377,-174.446,-4.769434,-3.354226,-175.336,-4.691930,-3.392847,-174.660,0.087158,-0.214,0.214,0.126930,1,0,392
77.510000,76.180000,0.010000,-4.823476,-3.438952,179.838,-4.824692,-3.355915,178.943,-4.747164,-3.395187,179.618,0.087971,-0.219,0.219,0.128217,1,0,393
77.700000,76.370000,0.000000,-4.879627,-3.437989,174.247,-4.878088,-3.352389,173.626,-4.800598,-3.392291,174.302,0.091291,0.055,0.055,0.129336,1,0,394
77.890000,76.560000,0.100000,-4.934022,-3.431794,168.927,-4.930874,-3.343995,168.427,-4.853479,-3.384520,169.103,0.093392,0.176,0.176,0.134392,1,0,395
78.090000,76.760000,0.100000,-4.991398,-3.419611,164.013,-4.987790,-3.329574,163.460,-4.910561,-3.370771,164.136,0.094446,0.123,0.123,0.134701,1,0,396
78.280000,76.950000,0.080000,-5.032927,-3.407742,159.743,-5.198747,-3.295195,159.232,-5.121909,-3.338882,159.908,0.112515,0.164,0.164,0.160806,1,0,397
78.480000,77.150000,0.080000,-5.082768,-3.388511,153.026,-5.248282,-3.272847,152.440,-5.171704,-3.317119,153.116,0.114045,0.090,0.090,0.161784,1,0,398
78.680000,77.350000,0.080000,-5.135951,-3.359960,146.296,-5.301124,-3.241002,145.778,-5.224918,-3.285900,146.453,0.115758,0.157,0.157,0.165209,1,0,399
78.880000,77.550000,0.080000,-5.191499,-3.320986,140.246,-5.356233,-3.199002,139.849,-5.280518,-3.244552,140.524,0.117331,0.279,0.279,0.170543,1,0,400
79.080000,77.750000,0.080000,-5.248601,-3.271371,135.811,-5.412383,-3.147927,135.673,-5.337267,-3.194143,136.348,0.117583,0.538,0.538,0.182839,1,0,401
79.270000,77.940000,0.070000,-5.297616,-3.222578,133.234,-5.457675,-3.101969,133.470,-5.383097,-3.148723,134.146,0.112968,0.912,0.912,0.205348,1,0,402
79.460000,78.130000,0.060000,-5.338288,-3.178857,132.451,-5.496088,-3.060984,132.874,-5.421991,-3.108194,133.550,0.109542,1.099,1.099,0.219464,1,0,403
79.660000,78.330000,0.060000,-5.374256,-3.139493,133.526,-5.532794,-3.022212,134.052,-5.459152,-3.069857,134.728,0.109802,1.201,1.201,0.230160,1,0,404
79.850000,78.520000,0.050000,-5.410323,-3.101697,136.364,-5.568117,-2.987342,136.794,-5.494883,-3.035405,137.469,0.107447,1.105,1.105,0.218000,1,0,405
80.040000,78.710000,0.040000,-5.449100,-3.065303,140.970,-5.606296,-2.954160,141.131,-5.533451,-3.002676,141.807,0.105058,0.837,0.837,0.189973,1,0,406
80.240000,78.910000,0.040000,-5.483068,-3.038019,144.975,-5.520256,-2.965333,145.547,-5.447285,-3.012834,146.222,0.043757,1.248,1.248,0.186976,1,0,407
80.420000,79.090000,0.020000,-5.529629,-3.006333,150.671,-5.563105,-2.938880,150.734,-5.490443,-2.986888,151.410,0.043745,0.739,0.739,0.121493,1,0,408
80.620000,79.290000,0.020000,-5.583924,-2.976975,155.565,-5.619124,-2.910713,155.535,-5.546790,-2.959384,156.211,0.041091,0.645,0.645,0.108194,1,0,409
80.810000,79.480000,0.010000,-5.648126,-2.949075,159.162,-5.681478,-2.884818,158.796,-5.609446,-2.934225,159.472,0.041432,0.310,0.310,0.073192,1,0,410
81.010000,79.680000,0.010000,-5.717431,-2.923649,162.030,-5.751250,-2.859979,161.657,-5.679505,-2.910212,162.332,0.040236,0.302,0.302,0.071155,1,0,411
81.210000,79.880000,0.010000,-5.789374,-2.901239,164.948,-5.823612,-2.838209,164.595,-5.752119,-2.889296,165.270,0.039123,0.322,0.322,0.071652,1,0,412
81.410000,80.080000,0.010000,-5.865077,-2.881861,167.310,-5.899817,-2.819214,166.899,-5.828543,-2.871200,167.575,0.038058,0.265,0.265,0.065616,1,0,413
81.610000,80.280000,0.010000,-5.942139,-2.865005,168.354,-5.976967,-2.802278,167.884,-5.905887,-2.855175,168.560,0.037561,0.206,0.206,0.060580,1,0,414
81.810000,80.480000,0.010000,-6.018536,-2.849345,168.257,-6.053358,-2.786082,167.732,-5.982464,-2.839882,168.408,0.037293,0.151,0.151,0.056914,1,0,415
82.000000,80.670000,0.000000,-6.094187,-2.833393,167.339,-6.125177,-2.770140,166.840,-6.054466,-2.824788,167.516,0.040642,0.177,0.177,0.062692,1,0,416
82.190000,80.860000,0.100000,-6.168583,-2.816342,166.782,-6.197762,-2.752889,166.320,-6.127249,-2.808394,166.996,0.042091,0.214,0.214,0.066752,1,0,417
82.390000,81.060000,0.100000,-6.245104,-2.798442,167.071,-6.274378,-2.734634,166.609,-6.204076,-2.791044,167.285,0.041691,0.214,0.214,0.066269,1,0,418
82.590000,81.260000,0.090000,-6.303607,-2.785082,167.467,-6.350047,-2.717186,167.097,-6.279945,-2.774489,167.772,0.025925,0.306,0.306,0.056670,1,0,419
82.790000,81.460000,0.090000,-6.380375,-2.768123,167.674,-6.432971,-2.696131,167.328,-6.363111,-2.754413,168.004,0.022045,0.329,0.329,0.056064,1,0,420
82.980000,81.650000,0.080000,-6.457464,-2.751315,167.791,-6.506122,-2.679938,167.453,-6.436448,-2.739084,168.129,0.024315,0.338,0.338,0.058872,1,0,421
83.180000,81.850000,0.080000,-6.532585,-2.735162,168.437,-6.581017,-2.663900,168.231,-6.511527,-2.723931,168.906,0.023866,0.470,0.470,0.074512,1,0,422
83.380000,82.050000,0.080000,-6.606331,-2.720428,169.819,-6.654880,-2.649626,169.711,-6.585553,-2.710528,170.387,0.023016,0.568,0.568,0.086684,1,0,423
83.580000,82.250000,0.080000,-6.679778,-2.707793,171.711,-6.728588,-2.637712,171.630,-6.659396,-2.699484,172.306,0.022010,0.595,0.595,0.089685,1,0,424
83.780000,82.450000,0.080000,-6.753812,-2.697588,173.390,-6.802935,-2.628104,173.236,-6.733852,-2.690754,173.911,0.021098,0.522,0.522,0.079607,1,0,425
83.970000,82.640000,0.070000,-6.828554,-2.689341,174.607,-6.874166,-2.620586,174.363,-6.805167,-2.684076,175.039,0.023973,0.432,0.432,0.069854,1,0,426
84.170000,82.840000,0.070000,-6.903515,-2.682654,175.608,-6.994753,-2.615727,175.695,-6.925802,-2.680640,176.371,0.022378,0.762,0.762,0.112366,1,0,427
84.370000,83.040000,0.070000,-6.979221,-2.677000,176.461,-7.070842,-2.610778,176.642,-7.001944,-2.676588,177.318,0.022727,0.857,0.857,0.125338,1,0,428
84.570000,83.240000,0.070000,-7.055518,-2.672627,177.542,-7.147380,-2.607241,177.726,-7.078519,-2.673954,178.402,0.023039,0.860,0.860,0.125920,1,0,429
84.770000,83.440000,0.070000,-7.132590,-2.669650,178.480,-7.224722,-2.605044,178.650,-7.155881,-2.672669,179.325,0.023486,0.845,0.845,0.124005,1,0,430
84.960000,83.630000,0.060000,-7.210432,-2.667851,179.235,-7.298872,-2.603982,179.361,-7.230039,-2.672481,-179.964,0.020146,0.801,0.801,0.116867,1,0,431
85.160000,83.830000,0.060000,-7.288812,-2.667032,179.820,-7.377454,-2.603767,179.949,-7.308618,-2.673193,-179.375,0.020742,0.805,0.805,0.117611,1,0,432
85.360000,84.030000,0.060000,-7.367534,-2.666941,-179.710,-7.456330,-2.604256,-179.560,-7.387483,-2.674612,-178.884,0.021373,0.825,0.825,0.120579,1,0,433
85.560000,84.230000,0.060000,-7.443999,-2.667488,-178.592,-7.532509,-2.605684,-178.325,-7.463640,-2.676938,-177.649,0.021796,0.943,0.943,0.136878,1,0,434
85.760000,84.430000,0.060000,-7.515558,-2.669778,-176.155,-7.603862,-2.609404,-175.801,-7.534944,-2.681499,-175.125,0.022654,1.030,1.030,0.149110,1,0,435
85.960000,84.630000,0.060000,-7.582497,-2.675027,-172.628,-7.670581,-2.616512,-172.218,-7.601574,-2.689394,-171.542,0.023881,1.086,1.086,0.157310,1,0,436
86.150000,84.820000,0.050000,-7.646321,-2.684172,-168.600,-7.731042,-2.627052,-168.398,-7.661906,-2.700646,-167.723,0.022678,0.877,0.877,0.128137,1,0,437
86.350000,85.020000,0.050000,-7.708924,-2.697694,-164.729,-7.735917,-2.702203,-164.329,-7.665894,-2.775849,-163.653,0.089217,1.075,1.075,0.197615,1,0,438
86.550000,85.220000,0.050000,-7.777551,-2.717376,-162.347,-7.804416,-2.723384,-161.975,-7.734139,-2.797836,-161.299,0.091424,1.048,1.048,0.196678,1,0,439
86.750000,85.420000,0.050000,-7.846245,-2.739601,-161.817,-7.872967,-2.746417,-161.456,-7.802414,-2.821676,-160.780,0.093045,1.037,1.037,0.197021,1,0,440
86.950000,85.620000,0.050000,-7.910258,-2.760522,-161.385,-7.936856,-2.768070,-161.019,-7.866043,-2.844081,-160.344,0.094537,1.042,1.042,0.198937,1,0,441
87.140000,85.810000,0.040000,-7.970281,-2.781032,-159.158,-7.993669,-2.788751,-158.946,-7.922608,-2.865431,-158.270,0.096932,0.888,0.888,0.185907,1,0,442
87.340000,86.010000,0.040000,-8.028025,-2.803642,-155.745,-8.050957,-2.812843,-155.570,-7.979608,-2.890196,-154.894,0.099176,0.850,0.850,0.184731,1,0,443
87.540000,86.210000,0.040000,-8.085101,-2.830182,-151.922,-8.107385,-2.840913,-151.772,-8.035701,-2.918930,-151.096,0.101570,0.826,0.826,0.185112,1,0,444
87.740000,86.410000,0.040000,-8.141381,-2.861186,-147.857,-8.162858,-2.873455,-147.716,-8.090787,-2.952123,-147.041,0.104065,0.816,0.816,0.187050,1,0,445
87.940000,86.610000,0.040000,-8.180473,-2.885973,-145.116,-8.213058,-2.907637,-144.280,-8.140580,-2.986896,-143.604,0.108520,1.512,1.512,0.263196,1,0,446
88.140000,86.810000,0.040000,-8.223574,-2.916350,-142.843,-8.253632,-2.938122,-142.158,-8.180792,-3.017857,-141.483,0.110154,1.361,1.361,0.247569,1,0,447
88.330000,87.000000,0.030000,-8.257623,-2.942157,-140.897,-8.270599,-2.926177,-141.447,-8.197899,-3.006113,-140.771,0.087506,0.125,0.125,0.125014,1,0,448
88.540000,87.210000,0.040000,-8.284652,-2.963931,-138.272,-8.303681,-2.904608,-138.717,-8.231233,-2.984935,-138.042,0.057400,0.230,0.230,0.087440,1,0,449
88.730000,87.400000,0.030000,-8.309358,-2.985623,-134.649,-8.326555,-2.926061,-135.180,-8.253853,-3.006656,-134.504,0.059357,0.145,0.145,0.086399,1,0,450
88.930000,87.600000,0.030000,-8.333546,-3.009954,-131.185,-8.350395,-2.951382,-131.817,-8.277392,-3.032257,-131.142,0.060420,0.043,0.043,0.085663,1,0,451
89.130000,87.800000,0.030000,-8.357417,-3.037101,-128.132,-8.373900,-2.979241,-128.794,-8.300567,-3.060391,-128.118,0.061436,0.014,0.014,0.086906,1,0,452
89.330000,88.000000,0.030000,-8.380496,-3.066421,-125.297,-8.396664,-3.009195,-126.001,-8.322976,-3.090611,-125.325,0.062400,-0.028,0.028,0.088336,1,0,453
89.530000,88.200000,0.030000,-8.402833,-3.097963,-122.797,-8.418804,-3.041282,-123.564,-8.344736,-3.122957,-122.888,0.063245,-0.091,0.091,0.090367,1,0,454
89.730000,88.400000,0.030000,-8.424133,-3.131042,-120.782,-8.439866,-3.074443,-121.633,-8.365406,-3.156365,-120.958,0.063954,-0.176,0.176,0.093798,1,0,455
89.930000,88.600000,0.030000,-8.443387,-3.163362,-119.372,-8.459033,-3.106608,-120.321,-8.384192,-3.188753,-119.646,0.064411,-0.273,0.273,0.098958,1,0,456
90.120000,88.790000,0.020000,-8.460835,-3.194365,-118.641,-8.465922,-3.056168,-119.917,-8.391676,-3.138398,-119.241,0.088968,-0.600,0.600,0.151794,1,0,457
90.320000,88.990000,0.020000,-8.479085,-3.227575,-116.756,-8.484461,-3.089786,-117.929,-8.409816,-3.172232,-117.253,0.088663,-0.497,0.497,0.143752,1,0,458
90.520000,89.190000,0.020000,-8.496672,-3.262413,-113.680,-8.501693,-3.124851,-114.848,-8.426634,-3.207498,-114.172,0.089000,-0.492,0.492,0.143787,1,0,459
90.720000,89.390000,0.020000,-8.504660,-3.281229,-112.234,-8.507884,-3.138640,-113.695,-8.432662,-3.221358,-113.020,0.093639,-0.786,0.786,0.172856,1,0,460
90.920000,89.590000,0.020000,-8.504655,-3.281217,-112.236,-8.507907,-3.138692,-113.703,-8.432684,-3.221411,-113.028,0.093577,-0.792,0.792,0.173334,1,0,461
91.120000,89.790000,0.020000,-8.504652,-3.281210,-112.235,-8.507933,-3.138752,-113.701,-8.432709,-3.221471,-113.026,0.093512,-0.790,0.790,0.173140,1,0,462
91.320000,89.990000,0.020000,-8.504649,-3.281202,-112.236,-8.507957,-3.138809,-113.699,-8.432733,-3.221529,-113.023,0.093449,-0.787,0.787,0.172825,1,0,463
91.510000,90.180000,0.010000,-8.504646,-3.281193,-112.236,-8.507980,-3.138862,-113.696,-8.432756,-3.221582,-113.020,0.093391,-0.784,0.784,0.172462,1,0,464
91.710000,90.380000,0.010000,-8.504643,-3.281185,-112.236,-8.508004,-3.138917,-113.693,-8.432779,-3.221637,-113.017,0.093330,-0.781,0.781,0.172062,1,0,465
91.910000,90.580000,0.010000,-8.504714,-3.281120,-111.978,-8.508019,-3.138950,-113.378,-8.432793,-3.221671,-112.702,0.093310,-0.724,0.724,0.167013,1,0,466
92.110000,90.780000,0.010000,-8.505382,-3.280764,-109.827,-8.508017,-3.138945,-111.109,-8.432791,-3.221665,-110.434,0.093606,-0.607,0.607,0.157781,1,0,467
92.300000,90.970000,0.100000,-8.506590,-3.280271,-106.097,-8.508015,-3.138939,-107.493,-8.432789,-3.221659,-106.817,0.094244,-0.720,0.720,0.167725,1,0,468
92.490000,91.160000,0.100000,-8.507876,-3.279849,-102.229,-8.497026,-3.173730,-102.833,-8.421391,-3.256319,-102.157,0.089629,0.071,0.071,0.127157,1,0,469
92.690000,91.360000,0.100000,-8.509222,-3.279506,-98.260,-8.497025,-3.173724,-98.848,-8.421390,-3.256312,-98.172,0.090843,0.088,0.088,0.129072,1,0,470
92.890000,91.560000,0.100000,-8.510588,-3.279254,-94.291,-8.497024,-3.173718,-94.861,-8.421389,-3.256307,-94.185,0.092103,0.106,0.106,0.131105,1,0,471
93.090000,91.760000,0.100000,-8.511968,-3.279106,-90.319,-8.497024,-3.173716,-90.874,-8.421389,-3.256304,-90.199,0.093405,0.121,0.121,0.133194,1,0,472
93.290000,91.960000,0.090000,-8.513044,-3.279064,-87.241,-8.497024,-3.173721,-86.887,-8.421389,-3.256309,-86.212,0.094437,1.030,1.030,0.197591,1,0,473
93.490000,92.160000,0.090000,-8.514434,-3.279058,-83.272,-8.497025,-3.173710,-82.902,-8.421390,-3.256299,-82.226,0.095786,1.045,1.045,0.200518,1,0,474
93.690000,92.360000,0.090000,-8.515819,-3.279154,-79.303,-8.497027,-3.173699,-78.916,-8.421392,-3.256287,-78.240,0.097156,1.063,1.063,0.203636,1,0,475
93.890000,92.560000,0.090000,-8.517194,-3.279348,-75.335,-8.497030,-3.173687,-74.931,-8.421395,-3.256276,-74.255,0.098538,1.080,1.080,0.206705,1,0,476
94.080000,92.750000,0.080000,-8.518551,-3.279639,-71.367,-8.497033,-3.173677,-71.145,-8.421399,-3.256265,-70.470,0.099925,0.897,0.897,0.189901,1,0,477
94.270000,92.940000,0.070000,-8.519884,-3.280025,-67.398,-8.497037,-3.173667,-67.359,-8.421403,-3.256255,-66.684,0.101309,0.715,0.715,0.175348,1,0,478
94.470000,93.140000,0.070000,-8.521185,-3.280506,-63.430,-8.497042,-3.173657,-63.374,-8.421407,-3.256245,-62.698,0.102685,0.732,0.732,0.178341,1,0,479
94.670000,93.340000,0.070000,-8.522450,-3.281077,-59.462,-8.497047,-3.173648,-59.388,-8.421413,-3.256236,-58.713,0.104046,0.749,0.749,0.181312,1,0,480
94.870000,93.540000,0.070000,-8.523670,-3.281737,-55.494,-8.497052,-3.173639,-55.402,-8.421418,-3.256228,-54.727,0.105386,0.767,0.767,0.184311,1,0,481
95.040000,93.710000,0.040000,-8.524553,-3.282287,-52.517,-8.497057,-3.173632,-52.015,-8.421423,-3.256221,-51.339,0.106373,1.178,1.178,0.224466,1,0,482
95.240000,93.910000,0.040000,-8.525956,-3.283306,-47.558,-8.497063,-3.173625,-48.030,-8.421429,-3.256214,-47.354,0.107980,0.204,0.204,0.155398,1,0,483
95.440000,94.110000,0.040000,-8.526753,-3.283976,-44.582,-8.497069,-3.173619,-44.044,-8.421436,-3.256208,-43.368,0.108916,1.213,1.213,0.230584,1,0,484
95.640000,94.310000,0.040000,-8.527759,-3.284931,-40.614,-8.497076,-3.173613,-40.058,-8.421442,-3.256202,-39.383,0.110130,1.232,1.232,0.233649,1,0,485
95.840000,94.510000,0.040000,-8.528696,-3.285955,-36.647,-8.497082,-3.173608,-36.072,-8.421448,-3.256197,-35.397,0.111300,1.250,1.250,0.236686,1,0,486
96.030000,94.700000,0.030000,-8.529561,-3.287041,-32.679,-8.497088,-3.173604,-32.285,-8.421455,-3.256193,-31.610,0.112421,1.069,1.069,0.219439,1,0,487
96.230000,94.900000,0.030000,-8.530348,-3.288184,-28.712,-8.447042,-3.273742,-27.530,-8.370231,-3.355734,-26.854,0.173783,1.857,1.857,0.359724,1,0,488
96.430000,95.100000,0.030000,-8.531056,-3.289379,-24.744,-8.447049,-3.273739,-23.543,-8.370238,-3.355731,-22.868,0.173969,1.877,1.877,0.361883,1,0,489
96.620000,95.290000,0.020000,-8.531680,-3.290619,-20.777,-8.447055,-3.273737,-19.757,-8.370244,-3.355729,-19.081,0.174071,1.696,1.696,0.343701,1,0,490
96.820000,95.490000,0.020000,-8.532217,-3.291900,-16.809,-8.447062,-3.273735,-15.771,-8.370251,-3.355727,-15.095,0.174089,1.714,1.714,0.345499,1,0,491
97.020000,95.690000,0.020000,-8.532666,-3.293214,-12.841,-8.447068,-3.273733,-11.785,-8.370257,-3.355725,-11.109,0.174024,1.733,1.733,0.347276,1,0,492
97.210000,95.880000,0.010000,-8.533024,-3.294556,-8.873,-8.447074,-3.273732,-7.997,-8.370263,-3.355724,-7.321,0.173875,1.552,1.552,0.329620,1,0,493
97.420000,96.090000,0.020000,-8.533291,-3.295919,-4.904,-8.447080,-3.273731,-3.811,-8.370270,-3.355724,-3.135,0.173644,1.769,1.769,0.350556,1,0,494
97.610000,96.280000,0.010000,-8.533455,-3.297298,-0.933,-8.447083,-3.273731,-0.024,-8.370272,-3.355724,0.652,0.173327,1.585,1.585,0.332169,1,0,495
97.810000,96.480000,0.010000,-8.533516,-3.298686,3.039,-8.447078,-3.273731,3.963,-8.370267,-3.355724,4.639,0.172926,1.600,1.600,0.333187,1,0,496
98.010000,96.680000,0.010000,-8.533515,-3.300075,7.008,-8.447088,-3.273732,7.949,-8.370277,-3.355725,8.624,0.172463,1.616,1.616,0.334250,1,0,497
98.190000,96.860000,0.100000,-8.533416,-3.301425,10.878,-8.447098,-3.273734,11.535,-8.370287,-3.355727,12.211,0.171929,1.333,1.333,0.307660,1,0,498
98.390000,97.060000,0.100000,-8.533217,-3.302799,14.846,-8.447109,-3.273737,15.519,-8.370298,-3.355730,16.195,0.171301,1.349,1.349,0.308368,1,0,499
98.590000,97.260000,0.090000,-8.532996,-3.303852,17.921,-8.447120,-3.273740,19.505,-8.370309,-3.355733,20.180,0.170760,2.259,2.259,0.400451,1,0,500
98.790000,97.460000,0.090000,-8.532626,-3.305189,21.890,-8.447130,-3.273744,23.489,-8.370319,-3.355737,24.165,0.169996,2.275,2.275,0.401655,1,0,501
98.980000,97.650000,0.080000,-8.528503,-3.304960,26.434,-8.441990,-3.271200,28.147,-8.365209,-3.353132,28.822,0.170252,2.388,2.388,0.414739,1,0,502
99.170000,97.840000,0.070000,-8.515324,-3.299860,32.748,-8.429448,-3.263463,34.234,-8.352760,-3.345249,34.910,0.168781,2.162,2.162,0.387846,1,0,503
99.370000,98.040000,0.070000,-8.494952,-3.287574,38.610,-8.409641,-3.248243,39.973,-8.333133,-3.329796,40.648,0.167237,2.039,2.039,0.372901,1,0,504
